CASENUM	VEH_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	MDRMANAV	WEIGHT
201428550070	1	3	3	1	64	7	98	9.4404
201428550070	2	3	3	1	64	7	0	9.4404
201428550072	1	3	1	1	64	7	98	9.4404
201428550072	2	3	1	1	64	7	0	9.4404
201428550086	1	3	4	1	64	7	98	236.01
201428550086	2	3	4	1	64	7	98	236.01
201428550110	1	3	6	1	64	7	98	103.8444
201428550110	2	3	6	1	64	7	98	103.8444
201428550110	3	3	6	1	64	7	0	103.8444
201428550110	4	3	6	1	64	7	0	103.8444
201428550115	1	3	1	1	64	7	98	9.4404
201428550115	2	3	1	1	64	7	4	9.4404
201428550116	1	3	5	1	64	7	98	56.6424
201428550116	2	3	5	1	64	7	0	56.6424
201428550116	3	3	5	1	64	7	0	56.6424
201428550130	1	3	4	1	64	7	98	236.01
201428550145	1	3	6	1	64	7	98	103.8444
201428550145	2	3	6	1	64	7	98	103.8444
201428550152	1	3	5	1	64	7	0	56.6424
201428550152	2	3	5	1	64	7	98	56.6424
201428550172	1	3	4	1	64	7	0	236.01
201428550172	2	3	4	1	64	7	4	236.01
201428550179	1	3	6	1	64	7	99	103.8444
201428550219	1	3	3	1	64	7	0	9.4404
201428550246	1	3	2	2	64	7	98	56.6424
201428550246	2	3	2	2	64	7	98	56.6424
201428550265	1	3	3	2	64	7	0	14.1606
201428550267	1	3	6	2	64	7	98	99.1242
201428550267	2	3	6	2	64	7	98	99.1242
201428550267	3	3	6	2	64	7	98	99.1242
201428550297	1	3	1	2	64	7	0	4.7202
201428550314	1	3	3	2	64	7	0	14.1606
201428550319	1	3	4	2	64	7	98	240.7302
201428550319	2	3	4	2	64	7	4	240.7302
201428550340	1	3	6	1	64	7	0	103.8444
201428550340	2	3	6	1	64	7	98	103.8444
201428550345	1	3	3	1	64	7	0	9.4404
201428550345	2	3	3	1	64	7	4	9.4404
201428550347	1	3	5	1	64	7	98	56.6424
201428550347	2	3	5	1	64	7	98	56.6424
201428550348	1	3	4	1	64	7	98	236.01
201428550348	2	3	4	1	64	7	98	236.01
201428550363	1	3	1	1	64	7	4	9.4404
201428550363	2	3	1	1	64	7	98	9.4404
201428550363	3	3	1	1	64	7	98	9.4404
201428550382	1	3	6	1	64	7	98	103.8444
201428550382	2	3	6	1	64	7	0	103.8444
201428550388	1	3	1	1	64	7	98	9.4404
201428550388	2	3	1	1	64	7	98	9.4404
201428550403	1	3	6	1	64	7	98	103.8444
201428550403	2	3	6	1	64	7	98	103.8444
201428550410	1	3	1	1	64	7	98	9.4404
201428550410	2	3	1	1	64	7	98	9.4404
201428550411	1	3	1	1	64	7	98	9.4404
201428550411	2	3	1	1	64	7	98	9.4404
201428550415	1	3	4	1	64	7	0	236.01
201428550415	2	3	4	1	64	7	98	236.01
201428550417	1	3	1	1	64	7	98	9.4404
201428550417	2	3	1	1	64	7	98	9.4404
201428550425	1	3	5	1	64	7	4	56.6424
201428550425	2	3	5	1	64	7	98	56.6424
201428550425	3	3	5	1	64	7	98	56.6424
201428550445	1	3	6	1	64	7	98	103.8444
201428550445	2	3	6	1	64	7	0	103.8444
201428550445	3	3	6	1	64	7	0	103.8444
201428550466	1	3	1	1	64	7	98	9.4404
201428550466	2	3	1	1	64	7	98	9.4404
201428550467	1	3	4	1	64	7	98	236.01
201428550467	2	3	4	1	64	7	98	236.01
201428550473	1	3	5	1	64	7	99	56.6424
201428550473	2	3	5	1	64	7	98	56.6424
201428550478	1	3	6	1	64	7	98	103.8444
201428550478	2	3	6	1	64	7	98	103.8444
201428550482	1	3	1	1	64	7	98	9.4404
201428550482	2	3	1	1	64	7	98	9.4404
201428550492	1	3	3	1	64	7	98	9.4404
201428550492	2	3	3	1	64	7	4	9.4404
201428550510	1	3	6	1	64	7	98	103.8444
201428550510	2	3	6	1	64	7	98	103.8444
201428550511	1	3	4	1	64	7	4	236.01
201428550511	2	3	4	1	64	7	0	236.01
201428550512	1	3	3	1	64	7	0	9.4404
201428550512	2	3	3	1	64	7	0	9.4404
201428550512	3	3	3	1	64	7	99	9.4404
201428550536	1	3	6	1	64	7	98	103.8444
201428550536	2	3	6	1	64	7	98	103.8444
201428550539	1	3	1	1	64	7	98	9.4404
201428550539	2	3	1	1	64	7	98	9.4404
201428550572	1	3	3	1	64	7	99	9.4404
201428550572	2	3	3	1	64	7	98	9.4404
201428550580	1	3	6	1	64	7	98	103.8444
201428550580	2	3	6	1	64	7	98	103.8444
201428550612	1	3	6	2	64	7	92	99.1242
201428550623	1	3	1	1	64	7	0	9.4404
201428550634	1	3	4	1	64	7	98	236.01
201428550634	2	3	4	1	64	7	98	236.01
201428550636	1	3	5	1	64	7	4	56.6424
201428550636	2	3	5	1	64	7	4	56.6424
201428550638	1	3	1	1	64	7	98	9.4404
201428550638	2	3	1	1	64	7	98	9.4404
201428550640	1	3	6	1	64	7	92	103.8444
201428550640	2	3	6	1	64	7	98	103.8444
201428550656	1	3	3	1	64	7	98	9.4404
201428550656	2	3	3	1	64	7	98	9.4404
201428550666	1	3	3	1	64	7	98	9.4404
201428550678	1	3	1	1	64	7	99	9.4404
201428550680	1	3	4	1	64	7	98	236.01
201428550680	2	3	4	1	64	7	0	236.01
201428550680	3	3	4	1	64	7	0	236.01
201428550681	1	3	3	1	64	7	98	9.4404
201428550684	1	3	3	1	64	7	98	9.4404
201428550684	2	3	3	1	64	7	98	9.4404
201428550686	1	3	6	1	64	7	0	103.8444
201428550686	2	3	6	1	64	7	98	103.8444
201428550763	1	3	2	2	64	7	92	56.6424
201428550765	1	3	5	2	64	7	0	61.3626
201428550771	1	3	1	2	64	7	0	4.7202
201428550776	1	3	6	2	64	7	98	99.1242
201428550776	2	3	6	2	64	7	98	99.1242
201428550780	1	3	3	2	64	7	95	14.1606
201428550813	2	3	4	2	64	7	92	240.7302
201428550853	1	3	6	2	64	7	98	99.1242
201428550853	2	3	6	2	64	7	98	99.1242
201428550864	1	3	1	2	64	7	98	4.7202
201428550864	2	3	1	2	64	7	98	4.7202
201428550879	1	3	6	1	64	7	0	103.8444
201428550879	2	3	6	1	64	7	4	103.8444
201428550879	3	3	6	1	64	7	98	103.8444
201428550887	1	3	3	1	64	7	0	9.4404
201428550887	2	3	3	1	64	7	0	9.4404
201428550887	3	3	3	1	64	7	98	9.4404
201428550893	1	3	5	1	64	7	98	56.6424
201428550893	2	3	5	1	64	7	98	56.6424
201428550893	3	3	5	1	64	7	98	56.6424
201428550897	1	3	4	1	64	7	98	236.01
201428550897	2	3	4	1	64	7	98	236.01
201428550914	1	3	6	1	64	7	98	103.8444
201428550960	1	3	4	1	64	7	99	236.01
201428550960	2	3	4	1	64	7	98	236.01
201428550970	1	3	6	1	64	7	98	103.8444
201428550970	2	3	6	1	64	7	0	103.8444
201428550970	3	3	6	1	64	7	0	103.8444
201428550976	1	3	5	1	64	7	0	56.6424
201428550976	2	3	5	1	64	7	98	56.6424
201428550997	1	3	4	1	64	7	92	236.01
201428550997	2	3	4	1	64	7	98	236.01
201428551010	1	3	6	1	64	7	98	103.8444
201428551010	2	3	6	1	64	7	98	103.8444
201428551013	1	3	5	1	64	7	4	56.6424
201428551013	2	3	5	1	64	7	4	56.6424
201428551057	1	3	6	2	64	7	98	99.1242
201428551057	2	3	6	2	64	7	98	99.1242
201428551058	1	3	4	2	64	7	98	240.7302
201428551058	2	3	4	2	64	7	98	240.7302
201428551087	1	3	1	2	64	7	0	4.7202
201428551094	1	3	2	2	64	7	98	56.6424
201428551094	2	3	2	2	64	7	98	56.6424
201428551094	3	3	2	2	64	7	98	56.6424
201428551117	1	3	6	2	64	7	98	99.1242
201428551117	2	3	6	2	64	7	95	99.1242
201428551152	1	3	1	2	64	7	0	4.7202
201428551152	2	3	1	2	64	7	4	4.7202
201428551153	1	3	4	2	64	7	0	240.7302
201428551153	2	3	4	2	64	7	98	240.7302
201428551187	1	3	5	2	64	7	98	61.3626
201428551187	2	3	5	2	64	7	98	61.3626
201428551187	3	3	5	2	64	7	98	61.3626
201428551194	1	3	2	2	64	7	98	56.6424
201428551194	2	3	2	2	64	7	4	56.6424
201428551205	1	3	3	2	64	7	0	14.1606
201428551205	2	3	3	2	64	7	4	14.1606
201428551211	1	3	6	2	64	7	0	99.1242
201428551211	2	3	6	2	64	7	98	99.1242
201428551227	1	3	3	1	64	7	98	9.4404
201428551227	2	3	3	1	64	7	98	9.4404
201428551248	1	3	4	1	64	7	99	236.01
201428551248	2	3	4	1	64	7	0	236.01
201428551253	1	3	6	1	64	7	98	103.8444
201428551253	2	3	6	1	64	7	0	103.8444
201428551255	1	3	3	1	64	7	98	9.4404
201428551255	2	3	3	1	64	7	98	9.4404
201428551284	1	3	4	1	64	7	98	236.01
201428551284	2	3	4	1	64	7	98	236.01
201428551289	1	3	5	1	64	7	98	56.6424
201428551289	2	3	5	1	64	7	98	56.6424
201428551289	3	3	5	1	64	7	98	56.6424
201428551292	1	3	3	1	64	7	98	9.4404
201428551303	1	3	6	1	64	7	98	103.8444
201428551303	2	3	6	1	64	7	98	103.8444
201428551314	1	3	3	1	64	7	0	9.4404
201428551325	1	3	4	1	64	7	0	236.01
201428551325	2	3	4	1	64	7	99	236.01
201428551349	1	3	1	2	64	7	98	4.7202
201428551378	1	3	1	2	64	7	98	4.7202
201428551378	2	3	1	2	64	7	4	4.7202
201428551384	1	3	1	1	64	7	92	9.4404
201428551385	1	3	1	1	64	7	98	9.4404
201428551385	2	3	1	1	64	7	4	9.4404
201428551387	1	3	1	1	64	7	98	9.4404
201428551387	2	3	1	1	64	7	4	9.4404
201428551389	1	3	6	1	64	7	4	103.8444
201428551389	2	3	6	1	64	7	0	103.8444
201428551416	1	3	3	1	64	7	0	9.4404
201428551416	2	3	3	1	64	7	98	9.4404
201428551423	1	3	3	1	64	7	98	9.4404
201428551423	2	3	3	1	64	7	98	9.4404
201428551425	1	3	6	1	64	7	98	103.8444
201428551425	2	3	6	1	64	7	98	103.8444
201428551430	1	3	5	1	64	7	99	56.6424
201428551430	2	3	5	1	64	7	0	56.6424
201428551430	3	3	5	1	64	7	0	56.6424
201428551432	1	3	2	1	64	7	98	56.6424
201428551438	1	3	4	1	64	7	98	236.01
201428551438	2	3	4	1	64	7	98	236.01
201428551441	1	3	3	1	64	7	4	9.4404
201428551441	2	3	3	1	64	7	98	9.4404
201428551442	1	3	1	1	64	7	98	9.4404
201428551442	2	3	1	1	64	7	98	9.4404
201428551465	1	3	1	1	64	7	0	9.4404
201428551465	2	3	1	1	64	7	98	9.4404
201428551466	1	3	1	1	64	7	98	9.4404
201428551466	2	3	1	1	64	7	98	9.4404
201428551473	1	3	4	1	64	7	98	236.01
201428551473	2	3	4	1	64	7	0	236.01
201428551474	1	3	6	1	64	7	98	103.8444
201428551474	2	3	6	1	64	7	98	103.8444
201428551510	1	3	4	1	64	7	98	236.01
201428551510	2	3	4	1	64	7	98	236.01
201428551510	3	3	4	1	64	7	0	236.01
201428551517	1	3	6	1	64	7	92	103.8444
201428551529	1	3	3	1	64	7	98	9.4404
201428551549	1	3	3	1	64	7	99	9.4404
201428551551	1	3	6	1	64	7	98	103.8444
201428551551	2	3	6	1	64	7	98	103.8444
201428551553	1	3	4	1	64	7	99	236.01
201428551553	2	3	4	1	64	7	98	236.01
201428551582	1	3	4	2	64	7	0	240.7302
201428551582	2	3	4	2	64	7	0	240.7302
201428551582	3	3	4	2	64	7	0	240.7302
201428551606	1	3	5	2	64	7	98	61.3626
201428551610	1	3	3	2	64	7	0	14.1606
201428551610	2	3	3	2	64	7	98	14.1606
201428551610	3	3	3	2	64	7	98	14.1606
201428551619	1	3	6	2	64	7	98	99.1242
201428551619	2	3	6	2	64	7	98	99.1242
201428551628	1	3	1	2	64	7	92	4.7202
201428551630	1	3	1	2	64	7	92	4.7202
201428551650	1	3	5	1	64	7	4	56.6424
201428551650	2	3	5	1	64	7	0	56.6424
201428551651	1	3	3	1	64	7	98	9.4404
201428551659	1	3	6	1	64	7	98	103.8444
201428551659	2	3	6	1	64	7	98	103.8444
201428551666	1	3	3	1	64	7	98	9.4404
201428551666	2	3	3	1	64	7	98	9.4404
201428551677	1	3	4	1	64	7	99	236.01
201428551677	2	3	4	1	64	7	0	236.01
201428551696	1	3	3	1	64	7	0	9.4404
201428551696	2	3	3	1	64	7	98	9.4404
201428551697	1	3	3	1	64	7	98	9.4404
201428551698	1	3	1	1	64	7	98	9.4404
201428551698	2	3	1	1	64	7	98	9.4404
201428551701	1	3	6	1	64	7	99	103.8444
201428551701	2	3	6	1	64	7	98	103.8444
201428551717	1	3	3	1	64	7	98	9.4404
201428551717	2	3	3	1	64	7	0	9.4404
201428551717	3	3	3	1	64	7	0	9.4404
201428551722	1	3	4	1	64	7	98	236.01
201428551722	2	3	4	1	64	7	0	236.01
201428551732	1	3	3	1	64	7	98	9.4404
201428551732	2	3	3	1	64	7	98	9.4404
201428551736	1	3	6	1	64	7	98	103.8444
201428551736	2	3	6	1	64	7	98	103.8444
201428551739	1	3	1	1	64	7	98	9.4404
201428551739	2	3	1	1	64	7	98	9.4404
201428551739	3	3	1	1	64	7	0	9.4404
201428551765	1	3	2	2	64	7	98	56.6424
201428551776	1	3	1	2	64	7	0	4.7202
201428551790	1	3	4	2	64	7	98	240.7302
201428551790	2	3	4	2	64	7	98	240.7302
201428551806	1	3	6	2	64	7	98	99.1242
201428551806	2	3	6	2	64	7	98	99.1242
201428551812	1	3	3	2	64	7	98	14.1606
201428551812	2	3	3	2	64	7	99	14.1606
201428551860	1	3	5	2	64	7	0	61.3626
201428551860	2	3	5	2	64	7	98	61.3626
201428551871	1	3	5	1	64	7	0	56.6424
201428551871	2	3	5	1	64	7	0	56.6424
201428551890	1	3	4	1	64	7	98	236.01
201428551890	2	3	4	1	64	7	4	236.01
201428551897	1	3	6	1	64	7	98	103.8444
201428551897	2	3	6	1	64	7	98	103.8444
201428551930	1	3	4	1	64	7	99	236.01
201428551930	2	3	4	1	64	7	98	236.01
201428551934	1	3	6	1	64	7	4	103.8444
201428551934	2	3	6	1	64	7	98	103.8444
201428551944	1	3	5	1	64	7	98	56.6424
201428551944	2	3	5	1	64	7	98	56.6424
201428551966	1	3	6	1	64	7	98	103.8444
201428551966	2	3	6	1	64	7	98	103.8444
201428551976	1	3	5	1	64	7	0	56.6424
201428551982	1	3	4	1	64	7	98	236.01
201428551982	2	3	4	1	64	7	98	236.01
201428551984	1	3	3	1	64	7	0	9.4404
201428551984	2	3	3	1	64	7	98	9.4404
201428551991	1	3	6	1	64	7	98	103.8444
201428551991	2	3	6	1	64	7	4	103.8444
201428551991	3	3	6	1	64	7	0	103.8444
201428551999	1	3	3	1	64	7	0	9.4404
201428551999	2	3	3	1	64	7	98	9.4404
201428552000	1	3	1	1	64	7	0	9.4404
201428552043	1	3	4	2	64	7	98	240.7302
201428552043	2	3	4	2	64	7	4	240.7302
201428552057	1	3	6	2	64	7	98	99.1242
201428552057	2	3	6	2	64	7	98	99.1242
201428552057	3	3	6	2	64	7	98	99.1242
201428552079	1	3	1	2	64	7	92	4.7202
201428552108	1	3	2	2	64	7	98	56.6424
201428552108	2	3	2	2	64	7	99	56.6424
201428552120	1	3	3	2	64	7	0	14.1606
201428552129	1	3	4	2	64	7	98	240.7302
201428552129	2	3	4	2	64	7	0	240.7302
201428552130	1	3	6	2	64	7	4	99.1242
201428552130	2	3	6	2	64	7	0	99.1242
201428552130	3	3	6	2	64	7	0	99.1242
201428552166	1	3	1	1	64	7	98	9.4404
201428552166	2	3	1	1	64	7	98	9.4404
201428552176	1	3	3	1	64	7	5	9.4404
201428552178	1	3	3	1	64	7	99	9.4404
201428552178	2	3	3	1	64	7	4	9.4404
201428552183	1	3	1	1	64	7	98	9.4404
201428552183	2	3	1	1	64	7	98	9.4404
201428552189	1	3	6	1	64	7	98	103.8444
201428552189	2	3	6	1	64	7	98	103.8444
201428552189	3	3	6	1	64	7	0	103.8444
201428552189	4	3	6	1	64	7	98	103.8444
201428552190	1	3	3	1	64	7	98	9.4404
201428552190	2	3	3	1	64	7	98	9.4404
201428552197	1	3	4	1	64	7	99	236.01
201428552197	2	3	4	1	64	7	98	236.01
201428552201	1	3	3	1	64	7	99	9.4404
201428552204	1	3	3	1	64	7	98	9.4404
201428552204	2	3	3	1	64	7	98	9.4404
201428552208	1	3	3	1	64	7	0	9.4404
201428552215	1	3	3	1	64	7	99	9.4404
201428552215	2	3	3	1	64	7	98	9.4404
201428552231	1	3	6	1	64	7	92	103.8444
201428552231	2	3	6	1	64	7	98	103.8444
201428552233	1	3	3	1	64	7	4	9.4404
201428552233	2	3	3	1	64	7	0	9.4404
201428552236	1	3	5	1	64	7	98	56.6424
201428552236	2	3	5	1	64	7	98	56.6424
201428552244	1	3	4	1	64	7	0	236.01
201428552244	2	3	4	1	64	7	98	236.01
201428552258	1	3	3	1	64	7	4	9.4404
201428552258	2	3	3	1	64	7	0	9.4404
201428552277	1	3	3	1	64	7	0	9.4404
201428552277	2	3	3	1	64	7	98	9.4404
201428552280	1	3	1	1	64	7	98	9.4404
201428552280	2	3	1	1	64	7	4	9.4404
201428552285	1	3	6	1	64	7	0	103.8444
201428552286	1	3	4	1	64	7	98	236.01
201428552286	2	3	4	1	64	7	98	236.01
201428552308	1	3	3	1	64	7	92	9.4404
201428552321	1	3	5	1	64	7	98	56.6424
201428552321	2	3	5	1	64	7	4	56.6424
201428552328	1	3	3	1	64	7	0	9.4404
201428552334	1	3	6	1	64	7	98	103.8444
201428552334	2	3	6	1	64	7	98	103.8444
201428552336	1	3	4	1	64	7	98	236.01
201428552336	2	3	4	1	64	7	0	236.01
201428552345	1	3	1	1	64	7	98	9.4404
201428552345	2	3	1	1	64	7	98	9.4404
201428552373	1	3	3	2	64	7	98	14.1606
201428552373	2	3	3	2	64	7	0	14.1606
201428552373	3	3	3	2	64	7	0	14.1606
201428552379	1	3	1	2	64	7	92	4.7202
201428552403	1	3	6	2	64	7	92	99.1242
201428552422	1	3	3	1	64	7	98	9.4404
201428552422	2	3	3	1	64	7	0	9.4404
201428552423	1	3	3	1	64	7	98	9.4404
201428552432	1	3	6	1	64	7	98	103.8444
201428552432	2	3	6	1	64	7	98	103.8444
201428552446	1	3	4	1	64	7	99	236.01
201428552446	2	3	4	1	64	7	98	236.01
201428552459	1	3	6	1	64	7	0	103.8444
201428552482	1	3	1	1	64	7	0	9.4404
201428552488	1	3	6	1	64	7	98	103.8444
201428552488	2	3	6	1	64	7	98	103.8444
201428552495	1	3	4	1	64	7	0	236.01
201428552495	2	3	4	1	64	7	98	236.01
201428552499	1	3	5	1	64	7	98	56.6424
201428552514	1	3	6	1	64	7	98	103.8444
201428552514	2	3	6	1	64	7	0	103.8444
201428552544	1	3	5	2	64	7	4	61.3626
201428552544	2	3	5	2	64	7	0	61.3626
201428552550	1	3	3	2	64	7	0	14.1606
201428552551	1	3	2	2	64	7	0	56.6424
201428552551	2	3	2	2	64	7	98	56.6424
201428552551	3	3	2	2	64	7	98	56.6424
201428552572	1	3	4	2	64	7	98	240.7302
201428552572	2	3	4	2	64	7	4	240.7302
201428552600	1	3	6	2	64	7	98	99.1242
201428552600	2	3	6	2	64	7	98	99.1242
201428552636	1	3	3	1	64	7	0	9.4404
201428552644	1	3	6	1	64	7	98	103.8444
201428552644	2	3	6	1	64	7	98	103.8444
201428552650	1	3	4	1	64	7	98	236.01
201428552650	2	3	4	1	64	7	98	236.01
201428552654	1	3	1	1	64	7	98	9.4404
201428552654	2	3	1	1	64	7	98	9.4404
201428552662	1	3	1	1	64	7	98	9.4404
201428552662	2	3	1	1	64	7	0	9.4404
201428552664	1	3	5	1	64	7	98	56.6424
201428552664	2	3	5	1	64	7	98	56.6424
201428552689	1	3	6	1	64	7	98	103.8444
201428552689	2	3	6	1	64	7	98	103.8444
201428552695	1	3	4	1	64	7	98	236.01
201428552695	2	3	4	1	64	7	98	236.01
201428552696	1	3	3	1	64	7	98	9.4404
201428552754	1	3	5	1	64	7	0	56.6424
201428552754	2	3	5	1	64	7	0	56.6424
201428552754	3	3	5	1	64	7	0	56.6424
201428552758	1	3	6	1	64	7	0	103.8444
201428552758	2	3	6	1	64	7	98	103.8444
201428552758	3	3	6	1	64	7	98	103.8444
201428552764	1	3	3	1	64	7	98	9.4404
201428552769	1	3	3	1	64	7	98	9.4404
201428552769	2	3	3	1	64	7	98	9.4404
201428552776	1	3	3	1	64	7	99	9.4404
201428552776	2	3	3	1	64	7	0	9.4404
201428552780	1	3	4	1	64	7	99	236.01
201428552780	2	3	4	1	64	7	98	236.01
201428552787	1	3	6	1	64	7	98	103.8444
201428552787	2	3	6	1	64	7	0	103.8444
201428552796	1	3	3	1	64	7	98	9.4404
201428552796	2	3	3	1	64	7	98	9.4404
201428552821	1	3	5	1	64	7	4	56.6424
201428552821	2	3	5	1	64	7	0	56.6424
201428552823	1	3	6	1	64	7	0	103.8444
201428552827	1	3	4	1	64	7	98	236.01
201428552827	2	3	4	1	64	7	99	236.01
201428552831	1	3	3	1	64	7	98	9.4404
201428552831	2	3	3	1	64	7	98	9.4404
201428552834	1	3	3	1	64	7	0	9.4404
201428552842	1	3	3	1	64	7	92	9.4404
201428552845	1	3	1	1	64	7	0	9.4404
201428552846	1	3	1	1	64	7	98	9.4404
201428552846	2	3	1	1	64	7	98	9.4404
201428552849	1	3	3	1	64	7	99	9.4404
201428552849	2	3	3	1	64	7	98	9.4404
201428552889	1	3	3	2	64	7	92	14.1606
201428552890	1	3	1	2	64	7	98	4.7202
201428552895	1	3	2	2	64	7	98	56.6424
201428552895	2	3	2	2	64	7	98	56.6424
201428552905	1	3	4	2	64	7	98	240.7302
201428552905	2	3	4	2	64	7	98	240.7302
201428552905	3	3	4	2	64	7	98	240.7302
201428552909	1	3	1	2	64	7	98	4.7202
201428552909	2	3	1	2	64	7	98	4.7202
201428552909	3	3	1	2	64	7	92	4.7202
201428552909	4	3	1	2	64	7	98	4.7202
201428552909	5	3	1	2	64	7	98	4.7202
201428552913	1	3	6	2	64	7	98	99.1242
201428552913	2	3	6	2	64	7	98	99.1242
201428552928	1	3	3	2	64	7	98	14.1606
201428552969	1	3	6	2	64	7	98	99.1242
201428552969	2	3	6	2	64	7	98	99.1242
201428552990	1	3	5	2	64	7	0	61.3626
201428552990	2	3	5	2	64	7	98	61.3626
201428552993	1	3	1	2	64	7	98	4.7202
201428553017	1	3	4	2	64	7	0	240.7302
201428553017	2	3	4	2	64	7	98	240.7302
201428553028	1	3	3	1	64	7	98	9.4404
201428553029	1	3	1	1	64	7	0	9.4404
201428553029	2	3	1	1	64	7	4	9.4404
201428553030	1	3	6	1	64	7	98	103.8444
201428553030	2	3	6	1	64	7	98	103.8444
201428553037	1	3	3	1	64	7	98	9.4404
201428553037	2	3	3	1	64	7	4	9.4404
201428553051	1	3	6	1	64	7	98	103.8444
201428553051	2	3	6	1	64	7	98	103.8444
201428553052	1	3	4	1	64	7	98	236.01
201428553052	2	3	4	1	64	7	0	236.01
201428553086	1	3	6	2	64	7	98	99.1242
201428553086	2	3	6	2	64	7	98	99.1242
201428553086	3	3	6	2	64	7	98	99.1242
201428553133	1	3	1	2	64	7	98	4.7202
201428553133	2	3	1	2	64	7	98	4.7202
201428553133	3	3	1	2	64	7	98	4.7202
201428553154	1	3	6	2	64	7	98	99.1242
201428553154	2	3	6	2	64	7	0	99.1242
201428553157	1	3	3	2	64	7	92	14.1606
201428553185	1	3	4	2	64	7	0	240.7302
201428553185	2	3	4	2	64	7	98	240.7302
201428553190	1	3	5	2	64	7	98	61.3626
201428553195	1	3	2	2	64	7	98	56.6424
201428553195	2	3	2	2	64	7	98	56.6424
201428553220	1	3	1	1	64	7	99	9.4404
201428553227	1	3	1	1	64	7	4	9.4404
201428553227	2	3	1	1	64	7	98	9.4404
201428553229	1	3	6	1	64	7	98	103.8444
201428553229	2	3	6	1	64	7	98	103.8444
201428553238	1	3	1	1	64	7	98	9.4404
201428553238	2	3	1	1	64	7	98	9.4404
201428553241	1	3	5	1	64	7	98	56.6424
201428553241	2	3	5	1	64	7	98	56.6424
201428553241	3	3	5	1	64	7	0	56.6424
201428553253	1	3	4	1	64	7	98	236.01
201428553253	2	3	4	1	64	7	0	236.01
201428553258	1	3	3	1	64	7	98	9.4404
201428553258	2	3	3	1	64	7	98	9.4404
201428553265	1	3	6	1	64	7	0	103.8444
201428553265	2	3	6	1	64	7	0	103.8444
201428553265	3	3	6	1	64	7	98	103.8444
201428553279	1	3	5	1	64	7	98	56.6424
201428553279	2	3	5	1	64	7	98	56.6424
201428553290	1	3	3	1	64	7	0	9.4404
201428553290	2	3	3	1	64	7	4	9.4404
201428553294	1	3	4	1	64	7	98	236.01
201428553294	2	3	4	1	64	7	98	236.01
201428553313	1	3	6	1	64	7	98	103.8444
201428553313	2	3	6	1	64	7	98	103.8444
201428553326	1	3	2	1	64	7	98	56.6424
201428553326	2	3	2	1	64	7	0	56.6424
201428553339	1	3	5	1	64	7	98	56.6424
201428553339	2	3	5	1	64	7	4	56.6424
201428553340	1	3	4	1	64	7	98	236.01
201428553340	2	3	4	1	64	7	0	236.01
201428553346	1	3	6	1	64	7	98	103.8444
201428553346	2	3	6	1	64	7	0	103.8444
201428553370	1	3	1	1	64	7	98	9.4404
201428553370	2	3	1	1	64	7	98	9.4404
201428553370	3	3	1	1	64	7	0	9.4404
201428553379	1	3	6	1	64	7	98	103.8444
201428553379	2	3	6	1	64	7	98	103.8444
201428553384	1	3	4	1	64	7	0	236.01
201428553384	2	3	4	1	64	7	98	236.01
201428553394	1	3	3	1	64	7	99	9.4404
201428553414	1	3	5	1	64	7	4	56.6424
201428553414	2	3	5	1	64	7	4	56.6424
201428553421	1	3	6	1	64	7	98	103.8444
201428553421	2	3	6	1	64	7	0	103.8444
201428553426	1	3	4	1	64	7	98	236.01
201428553426	2	3	4	1	64	7	98	236.01
201428553447	1	3	3	1	64	7	98	9.4404
201428553447	2	3	3	1	64	7	4	9.4404
201428553458	1	3	6	1	64	7	98	103.8444
201428553458	2	3	6	1	64	7	98	103.8444
201428553460	1	3	5	1	64	7	98	56.6424
201428553460	2	3	5	1	64	7	98	56.6424
201428553467	1	3	3	1	64	7	98	9.4404
201428553467	2	3	3	1	64	7	0	9.4404
201428553469	1	3	3	1	64	7	98	9.4404
201428553483	1	3	6	1	64	7	0	103.8444
201428553488	1	3	4	1	64	7	98	236.01
201428553488	2	3	4	1	64	7	98	236.01
201428553509	1	3	3	1	64	7	99	9.4404
201428553509	2	3	3	1	64	7	98	9.4404
201428553512	1	3	3	1	64	7	98	9.4404
201428553512	2	3	3	1	64	7	0	9.4404
201428553518	1	3	6	1	64	7	98	103.8444
201428553518	2	3	6	1	64	7	98	103.8444
201428553533	1	3	1	2	64	7	98	4.7202
201428553540	1	3	6	2	64	7	98	99.1242
201428553600	1	3	4	2	64	7	92	240.7302
201428553600	2	3	4	2	64	7	98	240.7302
201428553619	1	3	6	2	64	7	98	99.1242
201428553619	2	3	6	2	64	7	98	99.1242
201428553660	1	3	1	1	64	7	92	9.4404
201428553665	1	3	1	1	64	7	98	9.4404
201428553665	2	3	1	1	64	7	0	9.4404
201428553666	1	3	5	1	64	7	98	56.6424
201428553666	2	3	5	1	64	7	98	56.6424
201428553668	1	3	4	1	64	7	98	236.01
201428553668	2	3	4	1	64	7	98	236.01
201428553677	1	3	3	2	64	7	98	14.1606
201428553686	1	3	3	1	64	7	98	9.4404
201428553687	1	3	6	1	64	7	98	103.8444
201428553687	2	3	6	1	64	7	98	103.8444
201428553711	1	3	4	1	64	7	98	236.01
201428553711	2	3	4	1	64	7	0	236.01
201428553711	3	3	4	1	64	7	0	236.01
201428553715	1	3	3	1	64	7	99	9.4404
201428553719	1	3	6	1	64	7	98	103.8444
