CASENUM	VEH_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	MDRMANAV	WEIGHT
201417293025	1	3	5	1	48	9	4	51.964
201417293025	2	3	5	1	48	9	0	51.964
201417293030	1	3	4	1	48	9	98	259.82
201417293030	2	3	4	1	48	9	0	259.82
201417293034	1	3	3	1	48	9	0	51.964
201417293036	1	3	6	1	48	9	4	103.928
201417293036	2	3	6	1	48	9	0	103.928
201417293036	3	3	6	1	48	9	0	103.928
201417293055	1	3	3	1	48	9	98	51.964
201417293055	2	3	3	1	48	9	98	51.964
201417293056	1	3	4	1	48	9	4	259.82
201417293056	2	3	4	1	48	9	0	259.82
201417293059	1	3	3	1	48	9	5	51.964
201417293064	1	3	4	1	48	9	98	259.82
201417293064	2	3	4	1	48	9	0	259.82
201417293069	1	3	4	1	48	9	98	259.82
201417293069	2	3	4	1	48	9	98	259.82
201417293072	1	3	6	1	48	9	98	103.928
201417293072	2	3	6	1	48	9	98	103.928
201417293073	1	3	5	1	48	9	98	51.964
201417293073	2	3	5	1	48	9	98	51.964
201417293074	1	3	2	1	48	9	0	51.964
201417293074	2	3	2	1	48	9	98	51.964
201417293078	1	3	4	1	48	9	92	259.82
201417293084	1	3	6	2	48	9	0	103.928
201417293085	1	3	5	2	48	9	98	51.964
201417293085	2	3	5	2	48	9	98	51.964
201417293086	1	3	1	2	48	9	0	51.964
201417293088	1	3	5	2	48	9	98	51.964
201417293088	2	3	5	2	48	9	4	51.964
201417293088	3	3	5	2	48	9	0	51.964
201417293090	1	3	4	2	48	9	4	259.82
201417293090	2	3	4	2	48	9	98	259.82
201417293092	1	3	6	2	48	9	98	103.928
201417293092	2	3	6	2	48	9	4	103.928
201417293093	1	3	2	2	48	9	98	51.964
201417293093	2	3	2	2	48	9	98	51.964
201417293095	1	3	6	2	48	9	4	103.928
201417293095	2	3	6	2	48	9	0	103.928
201417293096	1	3	5	2	48	9	4	51.964
201417293096	2	3	5	2	48	9	4	51.964
201417293103	1	3	6	2	48	9	0	103.928
201417293103	2	3	6	2	48	9	0	103.928
201417293104	1	3	5	2	48	9	98	51.964
201417293104	2	3	5	2	48	9	98	51.964
201417293106	1	3	4	2	48	9	98	259.82
201417293106	2	3	4	2	48	9	98	259.82
201417293108	1	3	6	3	48	9	0	103.928
201417293110	1	3	2	3	48	9	98	51.964
201417293110	2	3	2	3	48	9	98	51.964
201417293112	1	3	4	3	48	9	4	259.82
201417293112	2	3	4	3	48	9	98	259.82
201417293118	1	3	6	3	48	9	98	103.928
201417293118	2	3	6	3	48	9	98	103.928
201417293120	1	3	4	3	48	9	4	259.82
201417293120	2	3	4	3	48	9	0	259.82
201417293122	1	3	3	3	48	9	0	51.964
201417293127	1	3	3	4	48	9	5	51.964
201417293129	1	3	4	4	48	9	98	259.82
201417293129	2	3	4	4	48	9	0	259.82
201417293134	1	3	3	3	48	9	99	51.964
201417293134	2	3	3	3	48	9	98	51.964
201417293137	1	3	2	3	48	9	0	51.964
201417293138	1	3	6	3	48	9	0	103.928
201417293139	1	3	4	3	48	9	4	259.82
201417293139	2	3	4	3	48	9	92	259.82
201417293144	1	3	5	3	48	9	4	51.964
201417293144	2	3	5	3	48	9	4	51.964
201417293144	3	3	5	3	48	9	0	51.964
201417293155	1	3	4	6	48	9	0	259.82
201417293155	2	3	4	6	48	9	98	259.82
201417293159	1	3	3	8	48	9	0	51.964
201417293165	1	3	6	13	48	9	0	103.928
201417293175	1	3	6	1	48	9	98	103.928
201417293175	2	3	6	1	48	9	98	103.928
201417293176	1	3	4	1	48	9	0	259.82
201417293176	2	3	4	1	48	9	98	259.82
201417293182	1	3	4	1	48	9	0	259.82
201417293182	2	3	4	1	48	9	0	259.82
201417293186	1	3	5	1	48	9	98	51.964
201417293186	2	3	5	1	48	9	0	51.964
201417293187	1	3	5	1	48	9	0	51.964
201417293187	2	3	5	1	48	9	4	51.964
201417293189	1	3	6	1	48	9	98	103.928
201417293189	2	3	6	1	48	9	98	103.928
201417293190	1	3	4	1	48	9	4	259.82
201417293190	2	3	4	1	48	9	0	259.82
201417293197	1	3	4	1	48	9	98	259.82
201417293197	2	3	4	1	48	9	0	259.82
201417293199	1	3	5	1	48	9	98	51.964
201417293199	2	3	5	1	48	9	98	51.964
201417293199	3	3	5	1	48	9	98	51.964
201417293203	1	3	4	1	48	9	4	259.82
201417293203	2	3	4	1	48	9	92	259.82
201417293207	1	3	6	1	48	9	0	103.928
201417293207	2	3	6	1	48	9	4	103.928
201417293209	1	3	4	1	48	9	98	259.82
201417293209	2	3	4	1	48	9	98	259.82
201417293211	1	3	5	1	48	9	98	51.964
201417293211	2	3	5	1	48	9	4	51.964
201417293212	1	3	6	1	48	9	98	103.928
201417293212	2	3	6	1	48	9	98	103.928
201417293217	1	3	2	1	48	9	0	51.964
201417293217	2	3	2	1	48	9	0	51.964
201417293219	1	3	6	1	48	9	4	103.928
201417293219	2	3	6	1	48	9	0	103.928
201417293220	1	3	4	1	48	9	98	259.82
201417293220	2	3	4	1	48	9	98	259.82
201417293223	1	3	5	1	48	9	0	51.964
201417293223	2	3	5	1	48	9	0	51.964
201417293227	1	3	4	1	48	9	98	259.82
201417293227	2	3	4	1	48	9	0	259.82
201417293227	3	3	4	1	48	9	0	259.82
201417293232	1	3	4	1	48	9	4	259.82
201417293232	2	3	4	1	48	9	0	259.82
201417293233	1	3	5	1	48	9	0	51.964
201417293233	2	3	5	1	48	9	98	51.964
201417293234	1	3	3	1	48	9	0	51.964
201417293234	2	3	3	1	48	9	0	51.964
201417293237	1	3	6	1	48	9	98	103.928
201417293237	2	3	6	1	48	9	0	103.928
201417293237	3	3	6	1	48	9	0	103.928
201417293241	1	3	6	2	48	9	0	103.928
201417293241	2	3	6	2	48	9	98	103.928
201417293245	1	3	2	2	48	9	0	51.964
201417293248	1	3	6	2	48	9	92	103.928
201417293248	2	3	6	2	48	9	92	103.928
201417293250	1	3	5	2	48	9	98	51.964
201417293250	2	3	5	2	48	9	98	51.964
201417293251	1	3	4	2	48	9	98	259.82
201417293251	2	3	4	2	48	9	0	259.82
201417293255	1	3	6	2	48	9	0	103.928
201417293255	2	3	6	2	48	9	98	103.928
201417293257	1	3	5	2	48	9	0	51.964
201417293258	1	3	4	2	48	9	0	259.82
201417293258	2	3	4	2	48	9	4	259.82
201417293259	1	3	5	2	48	9	0	51.964
201417293262	1	3	4	3	48	9	0	259.82
201417293262	2	3	4	3	48	9	0	259.82
201417293263	1	3	5	3	48	9	98	51.964
201417293263	2	3	5	3	48	9	98	51.964
201417293274	1	3	6	3	48	9	98	103.928
201417293274	2	3	6	3	48	9	4	103.928
201417293275	1	3	4	3	48	9	4	259.82
201417293275	2	3	4	3	48	9	0	259.82
201417293280	1	3	3	3	48	9	92	51.964
201417293283	1	3	6	4	48	9	98	103.928
201417293283	2	3	6	4	48	9	98	103.928
201417293285	1	3	4	4	48	9	4	259.82
201417293285	2	3	4	4	48	9	0	259.82
201417293287	1	3	4	1	48	9	4	259.82
201417293287	2	3	4	1	48	9	0	259.82
201417293296	1	3	3	1	48	9	5	51.964
201417293297	1	3	2	1	48	9	0	51.964
201417293297	2	3	2	1	48	9	4	51.964
201417293297	3	3	2	1	48	9	98	51.964
201417293303	1	3	6	1	48	9	98	103.928
201417293303	2	3	6	1	48	9	98	103.928
201417293306	1	3	4	1	48	9	98	259.82
201417293306	2	3	4	1	48	9	98	259.82
201417293312	1	3	4	1	48	9	98	259.82
201417293312	2	3	4	1	48	9	0	259.82
201417293315	1	3	6	1	48	9	98	103.928
201417293315	2	3	6	1	48	9	0	103.928
201417293319	1	3	4	1	48	9	98	259.82
201417293322	1	3	6	1	48	9	4	103.928
201417293322	2	3	6	1	48	9	98	103.928
201417293325	1	3	4	1	48	9	98	259.82
201417293325	2	3	4	1	48	9	98	259.82
201417293327	1	3	5	1	48	9	0	51.964
201417293329	1	3	1	1	48	9	98	51.964
201417293329	2	3	1	1	48	9	98	51.964
201417293329	3	3	1	1	48	9	0	51.964
201417293331	1	3	3	1	48	9	98	51.964
201417293331	2	3	3	1	48	9	98	51.964
201417293335	1	3	1	2	48	9	0	51.964
201417293336	1	3	6	2	48	9	92	103.928
201417293338	1	3	6	2	48	9	0	103.928
201417293342	1	3	5	2	48	9	98	51.964
201417293344	1	3	6	2	48	9	92	103.928
201417293345	1	3	5	2	48	9	0	51.964
201417293347	1	3	6	2	48	9	0	103.928
201417293349	1	3	5	3	48	9	4	51.964
201417293349	2	3	5	3	48	9	98	51.964
201417293350	1	3	4	3	48	9	4	259.82
201417293350	2	3	4	3	48	9	98	259.82
201417293352	1	3	6	3	48	9	92	103.928
201417293352	2	3	6	3	48	9	98	103.928
201417293362	1	3	4	4	48	9	4	259.82
201417293362	2	3	4	4	48	9	0	259.82
201417293365	1	3	4	10	48	9	98	259.82
201417293365	2	3	4	10	48	9	4	259.82
201417293375	1	3	5	6	48	9	98	51.964
201417293375	2	3	5	6	48	9	98	51.964
201417293395	1	3	4	1	48	9	98	259.82
201417293395	2	3	4	1	48	9	98	259.82
201417293399	1	3	6	1	48	9	98	103.928
201417293399	2	3	6	1	48	9	98	103.928
201417293402	1	3	4	1	48	9	98	259.82
201417293402	2	3	4	1	48	9	0	259.82
201417293405	1	3	5	1	48	9	98	51.964
201417293405	2	3	5	1	48	9	98	51.964
201417293408	1	3	6	1	48	9	98	103.928
201417293408	2	3	6	1	48	9	98	103.928
201417293410	1	3	5	1	48	9	98	51.964
201417293410	2	3	5	1	48	9	98	51.964
201417293412	1	3	6	1	48	9	98	103.928
201417293412	2	3	6	1	48	9	98	103.928
201417293415	1	3	4	1	48	9	98	259.82
201417293415	2	3	4	1	48	9	98	259.82
201417293418	1	3	3	1	48	9	98	51.964
201417293418	2	3	3	1	48	9	0	51.964
201417293419	1	3	1	1	48	9	98	51.964
201417293419	2	3	1	1	48	9	98	51.964
201417293423	1	3	1	1	48	9	98	51.964
201417293423	2	3	1	1	48	9	98	51.964
201417293423	3	3	1	1	48	9	98	51.964
201417293423	4	3	1	1	48	9	0	51.964
201417293426	1	3	4	1	48	9	98	259.82
201417293426	2	3	4	1	48	9	98	259.82
201417293428	1	3	5	1	48	9	98	51.964
201417293429	1	3	5	1	48	9	98	51.964
201417293429	2	3	5	1	48	9	98	51.964
201417293431	1	3	5	1	48	9	4	51.964
201417293431	2	3	5	1	48	9	98	51.964
201417293433	1	3	6	1	48	9	98	103.928
201417293433	2	3	6	1	48	9	0	103.928
201417293435	1	3	4	1	48	9	98	259.82
201417293435	2	3	4	1	48	9	0	259.82
201417293458	1	3	4	1	48	9	98	259.82
201417293458	2	3	4	1	48	9	0	259.82
201417293463	1	3	6	1	48	9	98	103.928
201417293463	2	3	6	1	48	9	98	103.928
201417293465	1	3	1	1	48	9	98	51.964
201417293467	1	3	4	1	48	9	98	259.82
201417293467	2	3	4	1	48	9	0	259.82
201417293468	1	3	1	1	48	9	98	51.964
201417293474	1	3	6	1	48	9	98	103.928
201417293474	2	3	6	1	48	9	0	103.928
201417293477	1	3	6	1	48	9	98	103.928
201417293477	2	3	6	1	48	9	98	103.928
201417293478	1	3	1	1	48	9	98	51.964
201417293478	2	3	1	1	48	9	98	51.964
201417293480	1	3	4	1	48	9	98	259.82
201417293480	2	3	4	1	48	9	0	259.82
201417293482	1	3	5	1	48	9	98	51.964
201417293482	2	3	5	1	48	9	98	51.964
201417293487	1	3	4	1	48	9	98	259.82
201417293487	2	3	4	1	48	9	0	259.82
201417293489	1	3	5	1	48	9	98	51.964
201417293489	2	3	5	1	48	9	98	51.964
201417293490	1	3	5	1	48	9	98	51.964
201417293490	2	3	5	1	48	9	98	51.964
201417293494	1	3	5	1	48	9	98	51.964
201417293494	2	3	5	1	48	9	98	51.964
201417293495	1	3	4	1	48	9	0	259.82
201417293495	2	3	4	1	48	9	98	259.82
201417293499	1	3	5	1	48	9	98	51.964
201417293499	2	3	5	1	48	9	98	51.964
201417293501	1	3	6	1	48	9	98	103.928
201417293501	2	3	6	1	48	9	0	103.928
201417293502	1	3	4	1	48	9	98	259.82
201417293502	2	3	4	1	48	9	0	259.82
201417293502	3	3	4	1	48	9	0	259.82
201417293504	1	3	2	2	48	9	4	51.964
201417293504	2	3	2	2	48	9	0	51.964
201417293508	1	3	3	2	48	9	92	51.964
201417293509	1	3	2	2	48	9	98	51.964
201417293510	1	3	6	2	48	9	98	103.928
201417293510	2	3	6	2	48	9	98	103.928
201417293511	1	3	4	2	48	9	99	259.82
201417293512	1	3	1	2	48	9	98	51.964
201417293513	1	3	1	2	48	9	98	51.964
201417293517	1	3	6	2	48	9	4	103.928
201417293517	2	3	6	2	48	9	98	103.928
201417293517	3	3	6	2	48	9	98	103.928
201417293519	1	3	5	2	48	9	98	51.964
201417293519	2	3	5	2	48	9	98	51.964
201417293522	1	3	3	2	48	9	92	51.964
201417293522	2	3	3	2	48	9	98	51.964
201417293523	1	3	6	2	48	9	98	103.928
201417293523	2	3	6	2	48	9	0	103.928
201417293523	3	3	6	2	48	9	0	103.928
201417293524	1	3	5	2	48	9	92	51.964
201417293526	1	3	4	2	48	9	98	259.82
201417293529	1	3	5	2	48	9	98	51.964
201417293529	2	3	5	2	48	9	98	51.964
201417293531	1	3	6	2	48	9	98	103.928
201417293536	1	3	4	2	48	9	92	259.82
201417293536	2	3	4	2	48	9	98	259.82
201417293537	1	3	5	2	48	9	3	51.964
201417293540	1	3	6	3	48	9	4	103.928
201417293540	2	3	6	3	48	9	98	103.928
201417293542	1	3	4	3	48	9	98	259.82
201417293542	2	3	4	3	48	9	0	259.82
201417293547	1	3	4	3	48	9	98	259.82
201417293547	2	3	4	3	48	9	0	259.82
201417293551	2	3	5	3	48	9	98	51.964
201417293554	1	3	6	3	48	9	98	103.928
201417293554	2	3	6	3	48	9	98	103.928
201417293554	3	3	6	3	48	9	98	103.928
201417293555	1	3	4	3	48	9	98	259.82
201417293555	2	3	4	3	48	9	0	259.82
201417293561	1	3	3	3	48	9	5	51.964
201417293562	1	3	4	3	48	9	0	259.82
201417293562	2	3	4	3	48	9	0	259.82
201417293565	1	3	5	3	48	9	0	51.964
201417293565	2	3	5	3	48	9	98	51.964
201417293568	1	3	4	3	48	9	98	259.82
201417293568	2	3	4	3	48	9	98	259.82
201417293571	1	3	6	3	48	9	98	103.928
201417293571	2	3	6	3	48	9	4	103.928
201417293575	1	3	6	3	48	9	98	103.928
201417293575	2	3	6	3	48	9	98	103.928
201417293575	3	3	6	3	48	9	98	103.928
201417293575	4	3	6	3	48	9	0	103.928
201417293575	5	3	6	3	48	9	0	103.928
201417293575	6	3	6	3	48	9	0	103.928
201417293576	1	3	4	3	48	9	98	259.82
201417293576	2	3	4	3	48	9	0	259.82
201417293580	1	3	3	4	48	9	98	51.964
201417293583	1	3	6	4	48	9	4	103.928
201417293583	2	3	6	4	48	9	0	103.928
201417293588	1	3	4	4	48	9	98	259.82
201417293588	2	3	4	4	48	9	0	259.82
201417293591	1	3	1	5	48	9	98	51.964
201417293591	2	3	1	5	48	9	98	51.964
201417293592	1	3	5	5	48	9	98	51.964
201417293592	2	3	5	5	48	9	0	51.964
201417293595	1	3	6	6	48	9	98	103.928
201417293595	2	3	6	6	48	9	98	103.928
201417293601	1	3	6	10	48	9	4	103.928
201417293601	2	3	6	10	48	9	0	103.928
201417293619	1	3	4	1	48	9	98	259.82
201417293619	2	3	4	1	48	9	0	259.82
201417293625	1	3	4	1	48	9	0	259.82
201417293627	1	3	2	1	48	9	98	51.964
201417293627	2	3	2	1	48	9	0	51.964
201417293631	1	3	4	1	48	9	98	259.82
201417293631	2	3	4	1	48	9	98	259.82
201417293635	1	3	6	1	48	9	98	103.928
201417293635	2	3	6	1	48	9	98	103.928
201417293639	1	3	5	1	48	9	98	51.964
201417293639	2	3	5	1	48	9	0	51.964
201417293640	1	3	2	1	48	9	98	51.964
201417293640	2	3	2	1	48	9	98	51.964
201417293642	1	3	4	1	48	9	98	259.82
201417293642	2	3	4	1	48	9	0	259.82
201417293644	1	3	3	1	48	9	98	51.964
201417293644	2	3	3	1	48	9	0	51.964
201417293648	1	3	2	1	48	9	98	51.964
201417293648	2	3	2	1	48	9	4	51.964
201417293649	1	3	6	1	48	9	98	103.928
201417293649	2	3	6	1	48	9	98	103.928
201417293650	1	3	4	1	48	9	4	259.82
201417293650	2	3	4	1	48	9	92	259.82
201417293655	1	3	6	1	48	9	98	103.928
201417293655	2	3	6	1	48	9	0	103.928
201417293657	1	3	5	1	48	9	98	51.964
201417293657	2	3	5	1	48	9	98	51.964
201417293657	3	3	5	1	48	9	0	51.964
201417293660	1	3	4	1	48	9	0	259.82
201417293660	2	3	4	1	48	9	0	259.82
201417293666	1	3	4	1	48	9	0	259.82
201417293666	2	3	4	1	48	9	98	259.82
201417293672	1	3	4	1	48	9	98	259.82
201417293672	2	3	4	1	48	9	0	259.82
201417293674	1	3	6	1	48	9	0	103.928
201417293676	1	3	6	1	48	9	98	103.928
201417293676	2	3	6	1	48	9	98	103.928
201417293680	1	3	6	2	48	9	98	103.928
201417293680	2	3	6	2	48	9	0	103.928
201417293682	1	3	5	2	48	9	4	51.964
201417293682	2	3	5	2	48	9	4	51.964
201417293682	3	3	5	2	48	9	92	51.964
201417293684	1	3	1	2	48	9	0	51.964
201417293687	1	3	2	2	48	9	98	51.964
201417293687	2	3	2	2	48	9	98	51.964
201417293689	1	3	5	2	48	9	98	51.964
201417293690	1	3	6	2	48	9	4	103.928
201417293690	2	3	6	2	48	9	0	103.928
201417293690	3	3	6	2	48	9	0	103.928
201417293691	1	3	4	2	48	9	98	259.82
201417293691	2	3	4	2	48	9	98	259.82
201417293692	1	3	5	2	48	9	3	51.964
201417293696	1	3	6	2	48	9	0	103.928
201417293700	1	3	4	2	48	9	98	259.82
201417293700	2	3	4	2	48	9	0	259.82
201417293703	1	3	6	2	48	9	98	103.928
201417293703	2	3	6	2	48	9	92	103.928
201417293708	1	3	4	3	48	9	98	259.82
201417293708	2	3	4	3	48	9	0	259.82
201417293713	1	3	4	3	48	9	0	259.82
201417293718	1	3	4	3	48	9	0	259.82
201417293718	2	3	4	3	48	9	98	259.82
201417293720	1	3	5	3	48	9	98	51.964
201417293720	2	3	5	3	48	9	0	51.964
201417293722	1	3	3	3	48	9	0	51.964
201417293725	1	3	4	3	48	9	0	259.82
201417293725	2	3	4	3	48	9	98	259.82
201417293735	1	3	4	11	48	9	0	259.82
201417293735	2	3	4	11	48	9	0	259.82
201417293739	1	3	5	13	48	9	98	51.964
201417293739	2	3	5	13	48	9	98	51.964
201417293756	1	3	4	1	48	9	98	259.82
201417293756	2	3	4	1	48	9	4	259.82
201417293759	1	3	3	1	48	9	98	51.964
201417293759	2	3	3	1	48	9	0	51.964
201417293762	1	3	3	1	48	9	4	51.964
201417293762	2	3	3	1	48	9	0	51.964
201417293764	1	3	4	1	48	9	98	259.82
201417293764	2	3	4	1	48	9	0	259.82
201417293769	1	3	5	1	48	9	98	51.964
201417293770	1	3	4	1	48	9	98	259.82
201417293770	2	3	4	1	48	9	0	259.82
201417293772	1	3	1	1	48	9	98	51.964
201417293774	1	3	6	1	48	9	98	103.928
201417293774	2	3	6	1	48	9	98	103.928
201417293774	3	3	6	1	48	9	0	103.928
201417293779	1	3	4	1	48	9	98	259.82
201417293779	2	3	4	1	48	9	0	259.82
201417293785	1	3	4	1	48	9	99	259.82
201417293785	2	3	4	1	48	9	0	259.82
201417293788	1	3	6	1	48	9	4	103.928
201417293788	2	3	6	1	48	9	0	103.928
201417293788	3	3	6	1	48	9	0	103.928
201417293792	1	3	4	1	48	9	99	259.82
201417293792	2	3	4	1	48	9	98	259.82
201417293798	1	3	6	1	48	9	98	103.928
201417293798	2	3	6	1	48	9	4	103.928
201417293802	1	3	1	1	48	9	98	51.964
201417293804	1	3	4	1	48	9	98	259.82
201417293804	2	3	4	1	48	9	0	259.82
201417293810	1	3	4	1	48	9	98	259.82
201417293810	2	3	4	1	48	9	0	259.82
201417293814	1	3	1	1	48	9	98	51.964
201417293814	2	3	1	1	48	9	98	51.964
201417293817	1	3	5	1	48	9	98	51.964
201417293817	2	3	5	1	48	9	0	51.964
201417293818	1	3	5	1	48	9	98	51.964
201417293818	2	3	5	1	48	9	98	51.964
201417293819	1	3	4	1	48	9	98	259.82
201417293819	2	3	4	1	48	9	98	259.82
201417293822	1	3	6	1	48	9	98	103.928
201417293822	2	3	6	1	48	9	98	103.928
201417293825	1	3	4	1	48	9	98	259.82
201417293825	2	3	4	1	48	9	0	259.82
201417293829	1	3	6	1	48	9	0	103.928
201417293829	2	3	6	1	48	9	98	103.928
201417293833	1	3	4	1	48	9	92	259.82
201417293837	1	3	5	2	48	9	98	51.964
201417293838	1	3	6	2	48	9	98	103.928
201417293842	1	3	5	2	48	9	4	51.964
201417293842	2	3	5	2	48	9	98	51.964
201417293843	1	3	2	2	48	9	98	51.964
201417293844	1	3	6	2	48	9	98	103.928
201417293844	2	3	6	2	48	9	0	103.928
201417293844	3	3	6	2	48	9	0	103.928
201417293844	4	3	6	2	48	9	0	103.928
201417293844	5	3	6	2	48	9	0	103.928
201417293845	1	3	4	2	48	9	98	259.82
201417293845	2	3	4	2	48	9	98	259.82
201417293848	1	3	6	2	48	9	98	103.928
201417293848	2	3	6	2	48	9	0	103.928
201417293851	1	3	3	2	48	9	98	51.964
201417293853	1	3	6	2	48	9	98	103.928
201417293854	1	3	1	2	48	9	98	51.964
201417293854	2	3	1	2	48	9	98	51.964
201417293857	1	3	5	2	48	9	98	51.964
201417293858	1	3	6	2	48	9	98	103.928
201417293858	2	3	6	2	48	9	98	103.928
201417293858	3	3	6	2	48	9	98	103.928
201417293859	1	3	4	2	48	9	98	259.82
201417293859	2	3	4	2	48	9	0	259.82
201417293860	1	3	1	2	48	9	98	51.964
201417293865	1	3	2	2	48	9	98	51.964
201417293865	2	3	2	2	48	9	98	51.964
201417293872	1	3	6	3	48	9	98	103.928
201417293873	1	3	4	3	48	9	98	259.82
201417293873	2	3	4	3	48	9	0	259.82
201417293878	1	3	4	2	48	9	98	259.82
201417293880	1	3	3	3	48	9	98	51.964
201417293880	2	3	3	3	48	9	0	51.964
201417293881	1	3	2	3	48	9	98	51.964
201417293881	2	3	2	3	48	9	98	51.964
201417293884	1	3	4	3	48	9	98	259.82
201417293884	2	3	4	3	48	9	98	259.82
201417293886	1	3	5	3	48	9	98	51.964
201417293886	2	3	5	3	48	9	0	51.964
201417293890	1	3	4	3	48	9	98	259.82
201417293892	1	3	5	3	48	9	3	51.964
201417293893	1	3	6	3	48	9	98	103.928
201417293893	2	3	6	3	48	9	0	103.928
201417293896	1	3	2	3	48	9	98	51.964
201417293896	2	3	2	3	48	9	98	51.964
201417293901	1	3	4	4	48	9	98	259.82
201417293901	2	3	4	4	48	9	98	259.82
201417293907	1	3	6	4	48	9	98	103.928
201417293907	2	3	6	4	48	9	98	103.928
201417293910	1	3	6	5	48	9	98	103.928
201417293911	1	3	4	5	48	9	98	259.82
201417293911	2	3	4	5	48	9	98	259.82
201417293913	1	3	6	11	48	9	98	103.928
201417293913	2	3	6	11	48	9	98	103.928
201417293915	1	3	6	12	48	9	98	103.928
201417293915	2	3	6	12	48	9	4	103.928
201417293918	1	3	6	13	48	9	98	103.928
201417293918	2	3	6	13	48	9	4	103.928
201417293936	1	3	6	1	48	9	98	103.928
201417293936	2	3	6	1	48	9	4	103.928
201417293940	1	3	6	1	48	9	4	103.928
201417293940	2	3	6	1	48	9	98	103.928
201417293942	1	3	6	1	48	9	0	103.928
201417293943	1	3	4	1	48	9	0	259.82
201417293943	2	3	4	1	48	9	4	259.82
201417293948	1	3	4	1	48	9	98	259.82
201417293948	2	3	4	1	48	9	98	259.82
201417293949	1	3	1	1	48	9	98	51.964
201417293949	2	3	1	1	48	9	98	51.964
201417293955	1	3	4	1	48	9	98	259.82
201417293955	2	3	4	1	48	9	0	259.82
201417293975	1	3	4	1	48	9	98	259.82
201417293975	2	3	4	1	48	9	0	259.82
201417293978	1	3	6	1	48	9	0	103.928
201417293980	1	3	6	1	48	9	98	103.928
201417293980	2	3	6	1	48	9	98	103.928
201417293984	1	3	4	1	48	9	98	259.82
201417293984	2	3	4	1	48	9	98	259.82
201417293988	1	3	1	1	48	9	98	51.964
201417293988	2	3	1	1	48	9	98	51.964
201417293990	1	3	5	1	48	9	98	51.964
201417293990	2	3	5	1	48	9	98	51.964
201417293993	1	3	4	1	48	9	0	259.82
201417293993	2	3	4	1	48	9	98	259.82
201417293997	1	3	5	1	48	9	98	51.964
201417293997	2	3	5	1	48	9	98	51.964
201417293999	1	3	4	1	48	9	4	259.82
201417293999	2	3	4	1	48	9	0	259.82
201417294000	1	3	1	1	48	9	0	51.964
201417294000	2	3	1	1	48	9	98	51.964
201417294003	1	3	6	1	48	9	98	103.928
201417294003	2	3	6	1	48	9	98	103.928
201417294005	1	3	5	1	48	9	98	51.964
201417294005	2	3	5	1	48	9	98	51.964
201417294008	1	3	4	1	48	9	4	259.82
201417294008	2	3	4	1	48	9	0	259.82
201417294012	1	3	2	2	48	9	98	51.964
201417294012	2	3	2	2	48	9	98	51.964
201417294014	1	3	2	2	48	9	92	51.964
201417294014	2	3	2	2	48	9	98	51.964
201417294015	1	3	6	2	48	9	0	103.928
201417294016	1	3	2	2	48	9	98	51.964
201417294016	2	3	2	2	48	9	4	51.964
201417294017	1	3	5	2	48	9	98	51.964
201417294017	2	3	5	2	48	9	92	51.964
201417294020	1	3	5	2	48	9	4	51.964
201417294020	2	3	5	2	48	9	98	51.964
201417294022	1	3	5	2	48	9	92	51.964
201417294023	1	3	4	2	48	9	92	259.82
201417294025	1	3	1	2	48	9	0	51.964
201417294028	1	3	6	2	48	9	4	103.928
201417294028	2	3	6	2	48	9	98	103.928
201417294029	1	3	5	2	48	9	98	51.964
201417294029	2	3	5	2	48	9	98	51.964
201417294030	1	3	2	2	48	9	98	51.964
201417294030	2	3	2	2	48	9	98	51.964
201417294031	1	3	5	2	48	9	98	51.964
201417294031	2	3	5	2	48	9	0	51.964
201417294031	3	3	5	2	48	9	0	51.964
201417294034	1	3	6	2	48	9	98	103.928
201417294034	2	3	6	2	48	9	0	103.928
201417294036	1	3	5	2	48	9	4	51.964
201417294036	2	3	5	2	48	9	98	51.964
201417294040	1	3	6	2	48	9	92	103.928
201417294040	2	3	6	2	48	9	98	103.928
201417294042	1	3	4	2	48	9	4	259.82
201417294042	2	3	4	2	48	9	98	259.82
201417294043	1	3	5	2	48	9	0	51.964
201417294046	1	3	6	3	48	9	98	103.928
201417294046	2	3	6	3	48	9	0	103.928
201417294048	1	3	3	3	48	9	0	51.964
201417294048	2	3	3	3	48	9	4	51.964
201417294049	1	3	4	3	48	9	4	259.82
201417294049	2	3	4	3	48	9	0	259.82
201417294050	1	3	6	3	48	9	98	103.928
201417294050	2	3	6	3	48	9	0	103.928
201417294050	3	3	6	3	48	9	0	103.928
201417294053	1	3	6	3	48	9	98	103.928
201417294053	2	3	6	3	48	9	98	103.928
201417294057	1	3	6	3	48	9	98	103.928
201417294057	2	3	6	3	48	9	98	103.928
201417294057	3	3	6	3	48	9	0	103.928
201417294060	1	3	4	3	48	9	0	259.82
201417294060	2	3	4	3	48	9	0	259.82
201417294061	1	3	6	3	48	9	4	103.928
201417294061	2	3	6	3	48	9	98	103.928
201417294061	3	3	6	3	48	9	98	103.928
201417294067	1	3	4	3	48	9	0	259.82
201417294067	2	3	4	3	48	9	0	259.82
201417294070	1	3	3	4	48	9	99	51.964
201417294071	1	3	6	4	48	9	4	103.928
201417294071	2	3	6	4	48	9	0	103.928
201417294072	1	3	5	4	48	9	98	51.964
201417294072	2	3	5	4	48	9	98	51.964
201417294078	1	3	2	6	48	9	98	51.964
201417294078	2	3	2	6	48	9	0	51.964
