CASENUM,VEH_NO,MTM_CRSH
201029207968,1,12
201029208146,1,0
201029208434,1,0
201029208613,1,0
201029208775,1,0
201029209819,1,2
201029209923,1,0
201029211228,1,0
201029400628,1,2
201029401069,1,2
201029401069,2,2
201029401278,1,19
201029401806,1,0
201029402022,1,6
201029402022,1,21
201029402054,1,0
201029402420,1,0
201029402451,1,1
201029402451,1,12
201029402672,1,2
201029402729,1,0
201029402794,1,1
201029402794,1,2
201029402799,1,4
201029403150,1,0
201029403278,1,1
201029403278,1,2
201029403298,1,1
201029403298,1,2
201029403494,1,2
201029403494,1,7
201029403590,1,0
201029403789,1,2
201029403809,1,1
201029403809,1,2
201029403809,1,3
201029403836,1,2
201029403836,1,3
201029403915,1,0
201029403964,1,0
201029404481,1,12
201029404703,1,0
201029404819,1,1
201029404819,1,2
201029404843,1,2
201029404843,1,3
201029404932,1,2
201029404932,1,17
201029404932,2,2
201029404932,2,17
201029404998,1,0
201029405207,1,1
201029405207,1,12
201029405209,1,0
201029405329,1,2
201029405542,1,10
201029406158,1,3
201029406658,1,1
201029406658,1,2
201029406658,1,12
201029406869,1,19
201029406901,1,0
201029407141,1,1
201029407141,1,2
201029407441,1,2
201029407441,1,3
201029407994,1,2
201029407994,1,12
201029408154,1,2
201029408154,1,3
201029408154,1,12
201029408394,1,2
201029408394,1,3
201029408394,1,9
201029408410,1,1
201029408422,1,1
201029408422,1,2
201029408426,1,1
201029408426,2,1
201029408504,1,13
201029408504,1,14
201029409464,1,0
201029409536,1,1
201029409536,1,2
201029409599,1,13
201029409632,1,2
201029409838,1,2
201029410091,1,0
201029410153,1,2
201029410153,1,12
201029410153,2,2
201029410153,2,12
201029500536,1,0
201029500679,1,1
201029500679,1,2
201029500679,1,12
201029500679,1,19
201029501939,1,1
201029501939,1,6
201029502004,1,1
201029502288,1,1
201029502549,1,0
201029502728,1,0
201029502728,2,0
201029502728,3,0
201029503235,1,2
201029503389,1,9
201029503818,1,2
201029504216,1,2
201029504237,1,0
201029504655,1,4
201029504655,1,21
201029504798,1,2
201029504801,1,2
201029504801,1,17
201029504899,1,2
201029504899,1,12
201029504899,2,2
201029504899,2,12
201029505480,1,0
201029505503,1,1
201029505503,1,12
201029505555,1,1
201029505555,1,2
201029505555,1,12
201029505625,1,1
201029505625,1,12
201029505974,1,12
201029505974,2,12
201029507006,1,9
201029507027,1,1
201029507027,1,2
201029507027,1,12
201029507126,1,0
201029507164,1,2
201029507164,1,3
201029507356,1,0
201029507582,1,2
201029507596,1,1
201029507596,1,18
201029507598,1,0
201029507778,1,0
201029507953,1,0
201029508136,1,1
201029508222,1,1
201029508222,1,2
201029508769,1,19
201029509004,1,9
201029509097,1,2
201029509097,1,12
201029509468,1,0
201029509560,1,16
201029509842,1,21
201029510276,1,0
201029510446,1,4
201029510640,1,0
201029510665,1,2
201029510665,1,12
201029511484,1,1
201029511484,1,2
201029511484,1,12
201029511653,1,2
201029511653,1,3
201029511660,1,2
201029600540,1,0
201029600669,1,0
201029600723,1,0
201029600752,1,0
201029600764,1,9
201029600961,1,9
201029600961,1,19
201029601337,1,0
201029601360,1,0
201029601377,1,9
201029601377,1,21
201029601393,1,9
201029601404,1,9
201029601419,1,2
201029601419,1,14
201029601419,1,17
201029601487,1,0
201029601534,1,0
201029601581,1,2
201029601581,1,3
201029601629,1,10
201029601632,1,0
201029601650,1,9
201029601650,1,10
201029601653,1,9
201029601653,1,10
201029601795,1,2
201029601795,1,3
201029601795,1,9
201029601915,1,0
201029601950,1,9
201029601957,1,0
201029601991,1,9
201029602030,1,0
201029602083,1,2
201029602083,1,19
201029602085,1,0
201029602111,1,0
201029602287,1,0
201029602363,1,0
201029602480,1,2
201029602480,1,12
201029602488,1,0
201029602508,1,2
201029602508,1,12
201029602518,1,0
201029602520,1,0
201029602528,1,0
201029602529,1,0
201029602560,1,9
201029602622,1,0
201029602687,1,0
201029602699,1,0
201029602740,1,0
201029602866,1,0
201029602873,1,0
201029602948,1,17
201029602948,1,21
201029602986,1,0
201029602990,1,0
201029603078,1,0
201029603084,1,2
201029603084,1,9
201029603094,1,0
201029603123,1,13
201029603123,1,14
201029603123,1,19
201029603317,1,0
201029603340,1,19
201029603346,1,9
201029603356,1,2
201029603392,1,21
201029603452,1,0
201029603463,1,2
201029603463,1,3
201029603463,1,7
201029603514,1,0
201029603579,1,0
201029603622,1,0
201029603655,1,0
201029603660,1,1
201029603660,1,2
201029603679,1,21
201029603701,1,2
201029603701,1,12
201029603781,1,1
201029603781,1,2
201029603786,1,0
201029603807,1,1
201029603807,1,12
201029603839,1,3
201029603839,1,10
201029603861,1,3
201029603861,1,16
201029603861,1,21
201029603870,1,0
201029603929,1,0
201029603945,1,0
201029604008,1,2
201029604008,1,7
201029604008,1,13
201029604009,1,0
201029604020,1,2
201029604020,1,3
201029604020,1,12
201029604050,1,6
201029604050,1,12
201029604066,1,4
201029604066,1,21
201029604138,1,0
201029604142,1,0
201029604142,2,0
201029604195,1,0
201029604204,1,0
201029604224,1,10
201029604233,1,10
201029604234,1,10
201029604250,1,0
201029604270,1,0
201029604278,1,0
201029604283,1,1
201029604283,1,2
201029604290,1,2
201029604290,1,10
201029604295,1,0
201029604306,1,10
201029604310,1,0
201029604319,1,2
201029604319,1,10
201029604462,1,0
201029604532,1,0
201029604571,1,0
201029604605,1,0
201029604639,1,9
201029604653,1,1
201029604653,1,2
201029604653,1,7
201029604694,1,2
201029604694,1,17
201029604725,1,2
201029604725,1,10
201029604756,1,2
201029604756,1,3
201029604839,1,9
201029604976,1,9
201029604976,1,12
201029604993,1,0
201029605055,1,0
201029605075,1,0
201029605107,1,0
201029605135,1,0
201029605163,1,0
201029605235,1,21
201029605251,1,2
201029605251,1,9
201029605270,1,2
201029605356,1,0
201029605371,1,10
201029605372,1,0
201029605396,1,0
201029605438,1,16
201029605516,1,0
201029605640,1,0
201029605643,1,9
201029605648,1,0
201029605653,1,0
201029605672,1,1
201029605711,1,0
201029605810,1,9
201029605852,1,0
201029605922,1,9
201029606003,1,0
201029606058,1,0
201029606165,1,7
201029606372,1,0
201029606389,1,0
201029606650,1,0
201029606774,1,4
201029700611,1,0
201029700895,1,0
201029700925,1,0
201029701451,1,0
201029702187,1,0
201029702345,1,2
201029702387,1,15
201029702741,1,9
201029702745,1,0
201029702888,1,3
201029702888,1,19
201029702938,1,1
201029702938,2,1
201029702947,1,12
201029703504,1,13
201029703504,1,19
201029703851,1,0
201029704185,1,15
201029704223,1,9
201029704257,1,0
201029705041,1,0
201029706423,1,0
201029706466,1,0
201029706734,1,1
201029706734,1,2
201029706734,1,12
201029706751,1,2
201029706751,1,3
201029706760,1,1
201029706760,1,2
201029706789,1,1
201029706789,1,2
201029706789,1,12
201029707698,1,2
201029707698,1,19
201029707713,1,1
201029707713,1,3
201029707721,1,0
201029707933,1,3
201029707933,1,12
201029708334,1,0
201029709233,1,1
201029709233,1,2
201029709233,1,12
201029710417,1,2
201029710763,1,1
201029711125,1,0
201029711172,1,0
201029711181,1,0
201029711253,1,0
201029712166,1,21
201029712569,1,16
201029713123,1,0
201029713146,1,0
201064301926,1,0
201064301961,1,1
201064301977,1,0
201064302047,1,0
201064302073,1,1
201064302073,1,2
201064302120,1,1
201064302120,1,3
201064302136,1,0
201064302188,1,0
201064302188,2,0
201064302218,1,0
201064302244,1,1
201064302244,1,12
201064302257,1,5
201064302288,1,2
201064302288,1,12
201064302316,1,0
201064302332,1,0
201064302339,1,1
201064302378,1,0
201064302468,1,9
201064302468,1,19
201064302485,1,2
201064302576,1,1
201064302576,1,2
201064302582,1,0
201064302636,1,10
201064302654,1,2
201064302654,1,3
201064302828,1,0
201064302884,1,0
201064302920,1,0
201064302957,1,7
201064302986,1,1
201064302986,1,2
201064302993,1,0
201064303046,1,0
201064303067,1,0
201065510777,1,0
201065511346,1,0
201065511865,1,0
201065512655,1,21
201065512725,1,4
201065512895,1,0
201065512957,1,0
201065513077,1,21
201065514001,1,3
201065514003,1,0
201065514149,1,0
201065601900,1,0
201065601966,1,0
201065602008,1,1
201065602008,1,12
201065602176,1,12
201065602260,1,21
201065602300,1,2
201065602300,1,3
201065602300,1,10
201065602360,1,0
201065602373,1,9
201065602402,1,0
201065904880,1,2
201065904880,1,9
201065904908,1,0
201065904922,1,0
201065904965,1,0
201065905067,1,9
201065905078,1,0
201065905078,2,0
201065905089,1,1
201065905089,1,2
201065905094,1,0
201065905233,1,0
201065905286,1,0
201065905355,1,21
201065905361,1,0
201065905529,1,0
201065905543,1,0
201065905543,2,0
201065905582,1,2
201065905595,1,0
201065905604,1,0
201065905661,1,2
201065905661,1,17
201065905672,1,0
201065905676,1,0
201065905679,1,0
201065905786,1,0
201065905792,1,0
201065905800,1,1
201065905822,1,2
201065905822,1,3
201065905846,1,0
201065905856,1,0
201065905912,1,2
201065905912,1,3
201065905912,1,12
201065905957,1,13
201065905976,1,2
201065906020,1,0
201065906076,1,0
201065906137,1,0
201065906168,1,0
201065906189,1,2
201065906189,2,2
201065906224,1,12
201065906235,1,0
201065906260,1,10
201065906283,1,1
201065906283,1,2
201065906283,2,1
201065906283,2,2
201065906335,1,0
201065906391,1,2
201065906391,1,12
201065906643,1,2
201068601139,1,2
201068601142,1,0
201068601205,1,0
201068704575,1,0
201068704601,1,21
201068704814,1,0
201068704825,1,18
201068704917,1,0
201068704953,1,0
201068704957,1,6
201068704976,1,21
201068705051,1,18
201068705104,1,2
201068705104,2,2
201068705151,1,2
201068705168,1,1
201068705220,1,0
201068705543,1,2
201068705558,1,0
201068705574,1,2
201068705765,1,0
201068705794,1,10
201068705820,1,2
201068705883,1,21
201068705883,2,21
201068705883,3,21
201068706016,1,2
201068706021,1,2
201068706041,1,2
201068706058,1,0
201068706125,1,1
201068706165,1,2
201068706170,1,8
201068706190,1,1
201068706246,1,1
201068706252,1,1
201068706275,1,0
201068706275,2,0
201068706405,1,2
201068706414,1,0
201068706422,1,2
201068804845,1,2
201068805325,1,0
201068805330,1,2
201068805456,1,1
201068805553,1,3
201068805837,1,0
201068805912,1,0
201069500621,1,0
201069500659,1,1
201069500666,1,1
201069500682,1,1
201069500685,1,0
201069500693,1,4
201069500713,1,0
201069500741,1,0
201069600482,1,1
201069600490,1,1
201069600494,1,4
201069600505,1,0
201069600567,1,0
201069600568,1,2
201069600568,1,9
201069600583,1,0
201069600587,1,15
201091500398,1,21
201091500493,1,0
201091500683,1,0
201091501044,1,2
201091501697,1,1
201091501992,1,1
